"ID","MonthlyIncome"
982,10178.9495601735
983,2249.72973888872
984,2194.06581222383
985,6075.17983286891
986,2361.05759221848
987,1971.4101055643
988,6019.51590620403
989,10512.9331201628
990,2082.73795889407
991,6353.49946619333
992,2194.06581222383
993,6297.83553952845
994,5908.18805287427
995,5963.85197953915
996,6520.49124618798
997,2082.73795889407
998,14672.3667741323
999,10011.9577801789
1000,1971.4101055643
1001,6520.49124618798
1002,5908.18805287427
1003,6186.50768619868
1004,6743.14695284751
1005,2472.38544554825
1006,6130.8437595338
1007,2027.07403222919
1008,6186.50768619868
1009,18219.4972347881
1010,6353.49946619333
1011,10290.2774135033
1012,6297.83553952845
1013,6353.49946619333
1014,6242.17161286356
1015,6130.8437595338
1016,2361.05759221848
1017,2472.38544554825
1018,9900.62992684911
1019,10011.9577801789
1020,1915.74617889942
1021,6130.8437595338
1022,6019.51590620403
1023,6019.51590620403
1024,10735.5888268223
1025,14227.0553608133
1026,17941.1776014637
1027,6130.8437595338
1028,5908.18805287427
1029,5852.52412620938
1030,10679.9249001575
1031,5852.52412620938
1032,2472.38544554825
1033,9844.96600018423
1034,1971.4101055643
1035,6242.17161286356
1036,1971.4101055643
1037,5963.85197953915
1038,10234.6134868384
1039,9844.96600018423
1040,6242.17161286356
1041,2249.72973888872
1042,2249.72973888872
1043,9900.62992684911
1044,6631.81909951774
1045,2194.06581222383
1046,1971.4101055643
1047,6019.51590620403
1048,10011.9577801789
1049,2361.05759221848
1050,6019.51590620403
1051,11236.5641668063
1052,2361.05759221848
1053,6075.17983286891
1054,2249.72973888872
1055,2249.72973888872
1056,2249.72973888872
1057,5963.85197953915
1058,14282.7192874781
1059,6687.48302618262
1060,2249.72973888872
1061,6353.49946619333
1062,6130.8437595338
1063,6464.82731952309
1064,2082.73795889407
1065,6297.83553952845
1066,2194.06581222383
1067,3029.02471219708
1068,18609.1447214423
1069,5908.18805287427
1070,2138.40188555895
1071,2194.06581222383
1072,6353.49946619333
1073,2027.07403222919
1074,6186.50768619868
1075,5963.85197953915
1076,14616.7028474674
1077,18219.4972347881
1078,6186.50768619868
1079,6186.50768619868
1080,6687.48302618262
1081,2361.05759221848
1082,2138.40188555895
1083,1971.4101055643
1084,6464.82731952309
1085,9900.62992684911
1086,10457.2691934979
1087,5963.85197953915
1088,2249.72973888872
1089,2249.72973888872
1090,5963.85197953915
1091,6019.51590620403
1092,6464.82731952309
1093,9900.62992684911
1094,6019.51590620403
1095,5963.85197953915
1096,6075.17983286891
1097,2862.03293220243
1098,2249.72973888872
1099,2361.05759221848
1100,6186.50768619868
1101,17941.1776014637
1102,6075.17983286891
1103,6353.49946619333
1104,11292.2280934712
1105,2361.05759221848
1106,2361.05759221848
1107,2416.72151888337
1108,6186.50768619868
1109,6019.51590620403
1110,5963.85197953915
1111,6464.82731952309
1112,10123.2856335086
1113,10178.9495601735
1114,6631.81909951774
1115,10735.5888268223
1116,2361.05759221848
1117,6631.81909951774
1118,6186.50768619868
1119,10679.9249001575
1120,2361.05759221848
1121,10457.2691934979
1122,14561.0389208025
1123,6186.50768619868
1124,14282.7192874781
1125,2027.07403222919
1126,1971.4101055643
1127,2249.72973888872
1128,6130.8437595338
1129,14282.7192874781
1130,2138.40188555895
1131,9844.96600018423
1132,14227.0553608133
1133,6186.50768619868
1134,2138.40188555895
1135,2472.38544554825
1136,2249.72973888872
1137,2862.03293220243
1138,6186.50768619868
1139,10290.2774135033
1140,13837.4078741591
1141,6186.50768619868
1142,6186.50768619868
1143,10846.9166801521
1144,5852.52412620938
1145,6409.16339285821
1146,6075.17983286891
1147,5963.85197953915
1148,2138.40188555895
1149,2082.73795889407
1150,6242.17161286356
1151,2138.40188555895
1152,6075.17983286891
1153,6743.14695284751
1154,1971.4101055643
1155,6520.49124618798
1156,14227.0553608133
1157,2194.06581222383
1158,6464.82731952309
1159,2138.40188555895
1160,6019.51590620403
1161,2249.72973888872
1162,9900.62992684911
1163,2528.04937221313
1164,10011.9577801789
1165,2361.05759221848
1166,2027.07403222919
1167,10123.2856335086
1168,5963.85197953915
1169,2249.72973888872
1170,2361.05759221848
